"","State","Year","deg_days_C_days"
"1699","Virginia",2001,2275
"1700","Virginia",2002,2279.4
"1701","Virginia",2003,2500
"1702","Virginia",2004,2351.7
"1703","Virginia",2005,2431.1
"1704","Virginia",2006,2173.3
"1705","Virginia",2007,2253.3
"1706","Virginia",2008,2353.3
"1707","Virginia",2009,2445
"1708","Virginia",2010,2503.9
"1709","Virginia",2011,2225
"1710","Virginia",2012,2069.4
"1711","Virginia",2013,2443.3
"1712","Virginia",2014,2596.1
"1713","Virginia",2015,2291.7
"1714","Virginia",2016,2238.3
"1715","Virginia",2017,2085.6
"1716","Virginia",2018,2381.7
"1717","Washington",1980,3252.2
"1718","Washington",1981,3088.9
"1719","Washington",1982,3392.2
"1720","Washington",1983,3155
"1721","Washington",1984,3386.1
"1722","Washington",1985,3689.4
"1723","Washington",1986,3078.9
"1724","Washington",1987,2928.3
"1725","Washington",1988,3117.8
"1726","Washington",1989,3208.9
"1727","Washington",1990,3180
"1728","Washington",1991,3152.8
"1729","Washington",1992,2863.3
"1730","Washington",1993,3295.6
"1731","Washington",1994,3046.1
"1732","Washington",1995,2961.7
"1733","Washington",1996,3356.1
"1734","Washington",1997,3055
"1735","Washington",1998,2932.8
"1736","Washington",1999,3185.6
"1737","Washington",2000,3262.8
"1738","Washington",2001,3218.9
"1739","Washington",2002,3185.6
"1740","Washington",2003,2965
"1741","Washington",2004,2896.7
"1742","Washington",2005,3041.1
"1743","Washington",2006,3071.7
"1744","Washington",2007,3230
"1745","Washington",2008,3395.6
"1746","Washington",2009,3298.3
"1747","Washington",2010,3087.2
"1748","Washington",2011,3435
"1749","Washington",2012,3203.3
"1750","Washington",2013,3182.8
"1751","Washington",2014,2907.8
"1752","Washington",2015,2702.8
"1753","Washington",2016,2834.4
"1754","Washington",2017,3206.7
"1755","Washington",2018,2968.9
"1756","West Virginia",1980,3223.3
"1757","West Virginia",1981,3233.3
"1758","West Virginia",1982,2901.1
"1759","West Virginia",1983,3056.1
"1760","West Virginia",1984,2936.7
"1761","West Virginia",1985,2902.8
"1762","West Virginia",1986,2830.6
"1763","West Virginia",1987,2905.6
"1764","West Virginia",1988,3147.2
"1765","West Virginia",1989,3096.1
"1766","West Virginia",1990,2477.2
"1767","West Virginia",1991,2623.3
"1768","West Virginia",1992,2938.9
"1769","West Virginia",1993,2966.1
"1770","West Virginia",1994,2927.2
"1771","West Virginia",1995,3041.1
"1772","West Virginia",1996,3095
"1773","West Virginia",1997,3001.1
"1774","West Virginia",1998,2480.6
"1775","West Virginia",1999,2738.9
"1776","West Virginia",2000,2902.2
"1777","West Virginia",2001,2717.2
"1778","West Virginia",2002,2735.6
"1779","West Virginia",2003,2931.7
"1780","West Virginia",2004,2737.2
"1781","West Virginia",2005,2861.1
"1782","West Virginia",2006,2658.9
"1783","West Virginia",2007,2703.9
"1784","West Virginia",2008,2908.3
"1785","West Virginia",2009,2890
"1786","West Virginia",2010,3010.6
"1787","West Virginia",2011,2673.9
"1788","West Virginia",2012,2498.9
"1789","West Virginia",2013,2915
"1790","West Virginia",2014,3101.1
"1791","West Virginia",2015,2718.9
"1792","West Virginia",2016,2617.2
"1793","West Virginia",2017,2480
"1794","West Virginia",2018,2818.3
"1795","Wisconsin",1980,4493.9
"1796","Wisconsin",1981,4231.1
"1797","Wisconsin",1982,4553.9
"1798","Wisconsin",1983,4356.7
"1799","Wisconsin",1984,4292.8
"1800","Wisconsin",1985,4536.1
"1801","Wisconsin",1986,4228.3
"1802","Wisconsin",1987,3792.2
"1803","Wisconsin",1988,4348.9
"1804","Wisconsin",1989,4630.6
"1805","Wisconsin",1990,3966.1
"1806","Wisconsin",1991,4174.4
"1807","Wisconsin",1992,4276.1
"1808","Wisconsin",1993,4494.4
"1809","Wisconsin",1994,4303.9
"1810","Wisconsin",1995,4458.9
"1811","Wisconsin",1996,4735.6
"1812","Wisconsin",1997,4371.1
"1813","Wisconsin",1998,3548.9
"1814","Wisconsin",1999,3911.7
"1815","Wisconsin",2000,4113.3
"1816","Wisconsin",2001,3889.4
"1817","Wisconsin",2002,4056.7
"1818","Wisconsin",2003,4288.3
"1819","Wisconsin",2004,4120
"1820","Wisconsin",2005,4048.3
"1821","Wisconsin",2006,3804.4
"1822","Wisconsin",2007,4038.9
"1823","Wisconsin",2008,4520.6
"1824","Wisconsin",2009,4365.6
"1825","Wisconsin",2010,3941.7
"1826","Wisconsin",2011,4161.7
"1827","Wisconsin",2012,3568.9
"1828","Wisconsin",2013,4531.1
"1829","Wisconsin",2014,4805
"1830","Wisconsin",2015,3990.6
"1831","Wisconsin",2016,3788.3
"1832","Wisconsin",2017,3925
"1833","Wisconsin",2018,4312.2
"1834","Wyoming",1980,4622.2
"1835","Wyoming",1981,4250.6
"1836","Wyoming",1982,4996.1
"1837","Wyoming",1983,4856.7
"1838","Wyoming",1984,4999.4
"1839","Wyoming",1985,5132.2
"1840","Wyoming",1986,4498.9
"1841","Wyoming",1987,4481.7
"1842","Wyoming",1988,4535.6
"1843","Wyoming",1989,4752.2
"1844","Wyoming",1990,4628.9
"1845","Wyoming",1991,4645
"1846","Wyoming",1992,4443.9
"1847","Wyoming",1993,5127.2
"1848","Wyoming",1994,4416.1
"1849","Wyoming",1995,4657.8
"1850","Wyoming",1996,4791.1
"1851","Wyoming",1997,4740.6
"1852","Wyoming",1998,4505
"1853","Wyoming",1999,4340
"1854","Wyoming",2000,4541.1
"1855","Wyoming",2001,4425.6
"1856","Wyoming",2002,4758.9
"1857","Wyoming",2003,4444.4
"1858","Wyoming",2004,4451.7
"1859","Wyoming",2005,4413.3
"1860","Wyoming",2006,4420.6
"1861","Wyoming",2007,4428.9
"1862","Wyoming",2008,4845.6
"1863","Wyoming",2009,4781.1
"1864","Wyoming",2010,4583.3
"1865","Wyoming",2011,4790.6
"1866","Wyoming",2012,4108.3
"1867","Wyoming",2013,4716.7
"1868","Wyoming",2014,4564.4
"1869","Wyoming",2015,4198.9
"1870","Wyoming",2016,4253.9
"1871","Wyoming",2017,4373.3
"1872","Wyoming",2018,4540.6
