Colorado, Minimum Temperature
Units: Degrees Fahrenheit
Base Period: 1901-2000
Missing: -99
Date,Value,Anomaly
198001,13.8,2.8
198002,17.2,2.9
198003,19.1,-1.4
198004,26.8,-2.1
198005,37.6,-0.3
198006,47.0,0.7
198007,53.9,1.7
198008,50.6,-0.1
198009,43.3,0.8
198010,30.1,-1.9
198011,21.0,0.6
198012,21.4,8.6
198101,16.2,5.2
198102,15.1,0.8
198103,23.0,2.5
198104,33.3,4.4
198105,38.7,0.8
198106,49.2,2.9
198107,54.1,1.9
198108,50.9,0.2
198109,45.2,2.7
198110,33.9,1.9
198111,24.8,4.4
198112,16.0,3.2
198201,11.2,0.2
198202,12.3,-2.0
198203,22.9,2.4
198204,26.6,-2.3
198205,37.5,-0.4
198206,44.4,-1.9
198207,52.0,-0.2
198208,53.9,3.2
198209,45.1,2.6
198210,30.5,-1.5
198211,19.6,-0.8
198212,14.6,1.8
198301,16.0,5.0
198302,18.6,4.3
198303,23.5,3.0
198304,25.2,-3.7
198305,35.3,-2.6
198306,44.8,-1.5
198307,53.1,0.9
198308,54.5,3.8
198309,44.6,2.1
198310,33.6,1.6
198311,21.9,1.5
198312,9.1,-3.7
198401,6.5,-4.5
198402,12.9,-1.4
198403,19.7,-0.8
198404,25.7,-3.2
198405,39.9,2.0
198406,46.2,-0.1
198407,53.7,1.5
198408,52.6,1.9
198409,42.8,0.3
198410,31.0,-1.0
198411,21.7,1.3
198412,16.0,3.2
198501,10.0,-1.0
198502,10.0,-4.3
198503,22.9,2.4
198504,31.8,2.9
198505,40.3,2.4
198506,46.7,0.4
198507,53.4,1.2
198508,50.4,-0.3
198509,41.0,-1.5
198510,32.2,0.2
198511,20.0,-0.4
198512,12.5,-0.3
198601,18.0,7.0
198602,19.4,5.1
198603,26.6,6.1
198604,31.5,2.6
198605,37.2,-0.7
198606,48.9,2.6
198607,52.2,0.0
198608,51.0,0.3
198609,42.5,0.0
198610,32.1,0.1
198611,22.0,1.6
198612,14.0,1.2
